transaction_id,customer_id,transaction_date,transaction_type,channel,country,amount,is_fraud
TXN00000087,111654,2024-01-01 07:32:01.095605,ATM Withdrawal,Online,India,60.29,0
TXN00000088,110806,2024-01-01 07:37:16.457182,Online Transfer,POS,India,186.57,0
TXN00000089,113418,2024-01-01 07:42:31.818759,Purchase,ATM,India,7.86,0
TXN00000090,120228,2024-01-01 07:47:47.180335,Purchase,Online,Australia,206.68,1
TXN00000091,107990,2024-01-01 07:53:02.541912,Online Transfer,POS,UAE,43.79,0
TXN00000092,109693,2024-01-01 07:58:17.903489,Purchase,Mobile,Germany,42.7,0
TXN00000093,112991,2024-01-01 08:03:33.265066,Bank Transfer,Online,India,26.76,0
TXN00000094,106874,2024-01-01 08:08:48.626643,Purchase,Online,USA,106.36,0
TXN00000095,105676,2024-01-01 08:14:03.988219,Bank Transfer,Branch,India,89.29,0
TXN00000096,100162,2024-01-01 08:19:19.349796,Online Transfer,Online,Germany,41.27,0
TXN00000097,104298,2024-01-01 08:24:34.711373,Bank Transfer,Mobile,India,405.67,0
TXN00000098,126558,2024-01-01 08:29:50.072950,Purchase,Mobile,Singapore,66.03,0
TXN00000099,100996,2024-01-01 08:35:05.434527,Online Transfer,Online,UK,326.93,0
TXN00000100,129488,2024-01-01 08:40:20.796103,Purchase,Mobile,Australia,108.27,0
TXN00000101,111535,2024-01-01 08:45:36.157680,Purchase,Mobile,USA,15.83,0
TXN00000102,129128,2024-01-01 08:50:51.519257,Purchase,Online,UK,4.66,0
TXN00000103,107630,2024-01-01 08:56:06.880834,Bank Transfer,Mobile,France,20.64,0
TXN00000104,128375,2024-01-01 09:01:22.242411,Bank Transfer,POS,UK,40.57,0
TXN00000105,125852,2024-01-01 09:06:37.603988,Purchase,Online,India,1020.15,1
TXN00000106,101017,2024-01-01 09:11:52.965564,Purchase,Online,India,120.91,0
TXN00000107,124254,2024-01-01 09:17:08.327141,Bank Transfer,POS,UAE,13.86,0
TXN00000108,122824,2024-01-01 09:22:23.688718,ATM Withdrawal,Online,France,28.27,0
TXN00000109,124277,2024-01-01 09:27:39.050295,Purchase,POS,India,76.98,0
TXN00000110,123248,2024-01-01 09:32:54.411872,Online Transfer,ATM,Australia,188.18,0
TXN00000111,124301,2024-01-01 09:38:09.773448,Purchase,ATM,USA,108.93,0
TXN00000112,108530,2024-01-01 09:43:25.135025,Online Transfer,POS,Germany,3.83,0
TXN00000113,117263,2024-01-01 09:48:40.496602,Purchase,ATM,UK,33.29,0
TXN00000114,109269,2024-01-01 09:53:55.858179,ATM Withdrawal,POS,USA,36.15,0
TXN00000115,121272,2024-01-01 09:59:11.219756,Bank Transfer,Mobile,USA,27.05,1
TXN00000116,112186,2024-01-01 10:04:26.581332,Bank Transfer,POS,UAE,96.45,0
TXN00000117,121244,2024-01-01 10:09:41.942909,Bill Payment,ATM,UK,37.38,0
TXN00000118,106332,2024-01-01 10:14:57.304486,Purchase,Online,India,31.83,0
TXN00000119,108572,2024-01-01 10:20:12.666063,Bill Payment,POS,India,45.94,0
TXN00000120,125069,2024-01-01 10:25:28.027640,Purchase,Online,Australia,14.71,0
TXN00000121,107209,2024-01-01 10:30:43.389216,Bill Payment,Online,UK,277.99,0
TXN00000122,105277,2024-01-01 10:35:58.750793,Purchase,Branch,UK,123.67,0
TXN00000123,118447,2024-01-01 10:41:14.112370,Purchase,Mobile,India,15.12,0
TXN00000124,128461,2024-01-01 10:46:29.473947,Online Transfer,Branch,France,55.06,0
TXN00000125,116449,2024-01-01 10:51:44.835524,Online Transfer,Mobile,India,19.54,1
TXN00000126,116217,2024-01-01 10:57:00.197100,Bill Payment,Mobile,UK,152.4,0
TXN00000127,108007,2024-01-01 11:02:15.558677,Purchase,Online,UAE,180.45,0
TXN00000128,102569,2024-01-01 11:07:30.920254,ATM Withdrawal,POS,USA,38.0,0
TXN00000129,121848,2024-01-01 11:12:46.281831,Online Transfer,Online,Singapore,11.85,0
TXN00000130,129825,2024-01-01 11:18:01.643408,Bank Transfer,ATM,India,64.42,0
TXN00000131,102028,2024-01-01 11:23:17.004985,Bank Transfer,POS,Singapore,20.23,0
TXN00000132,102696,2024-01-01 11:28:32.366561,Bill Payment,POS,UAE,100.96,0
TXN00000133,126072,2024-01-01 11:33:47.728138,ATM Withdrawal,Online,UAE,49.89,0
TXN00000134,115423,2024-01-01 11:39:03.089715,Bank Transfer,Online,USA,2211.97,1
TXN00000135,105259,2024-01-01 11:44:18.451292,Bank Transfer,Mobile,UK,189.04,0
TXN00000136,122003,2024-01-01 11:49:33.812869,Purchase,Online,USA,175.48,0
TXN00000137,106737,2024-01-01 11:54:49.174445,Purchase,Mobile,UAE,5.27,0
TXN00000138,100392,2024-01-01 12:00:04.536022,Purchase,Online,USA,85.95,0
TXN00000139,113987,2024-01-01 12:05:19.897599,Purchase,POS,UK,75.37,0
TXN00000140,129091,2024-01-01 12:10:35.259176,Bank Transfer,Online,UK,61.43,0
TXN00000141,112667,2024-01-01 12:15:50.620753,Bill Payment,POS,France,29.47,0
TXN00000142,105893,2024-01-01 12:21:05.982329,Purchase,Mobile,UK,56.27,0
TXN00000143,103562,2024-01-01 12:26:21.343906,Purchase,ATM,UK,36.95,0
TXN00000144,126855,2024-01-01 12:31:36.705483,ATM Withdrawal,Mobile,India,2.51,0
TXN00000145,106185,2024-01-01 12:36:52.067060,Online Transfer,ATM,UK,114.4,0
TXN00000146,119484,2024-01-01 12:42:07.428637,Bill Payment,POS,UAE,17.69,0
TXN00000147,122663,2024-01-01 12:47:22.790213,Bank Transfer,ATM,UK,335.86,0
TXN00000148,108393,2024-01-01 12:52:38.151790,Purchase,Mobile,Germany,198.72,0
TXN00000149,113068,2024-01-01 12:57:53.513367,Bank Transfer,POS,India,209.31,0
TXN00000150,115266,2024-01-01 13:03:08.874944,ATM Withdrawal,Branch,France,3.15,0
TXN00000151,119489,2024-01-01 13:08:24.236521,Bank Transfer,Online,UK,126.73,0
TXN00000152,123600,2024-01-01 13:13:39.598097,Bank Transfer,Online,UK,31.72,0
TXN00000153,129175,2024-01-01 13:18:54.959674,Purchase,ATM,UK,24.46,0
TXN00000154,102455,2024-01-01 13:24:10.321251,Purchase,Mobile,India,149.21,0
TXN00000155,111838,2024-01-01 13:29:25.682828,Purchase,Mobile,UK,65.26,0
TXN00000156,114040,2024-01-01 13:34:41.044405,Purchase,POS,USA,104.42,0
TXN00000157,125381,2024-01-01 13:39:56.405982,ATM Withdrawal,Mobile,UK,63.01,0
TXN00000158,119116,2024-01-01 13:45:11.767558,Bill Payment,ATM,UAE,23.36,0
TXN00000159,110966,2024-01-01 13:50:27.129135,Bank Transfer,Mobile,India,40.76,0
TXN00000160,124539,2024-01-01 13:55:42.490712,Purchase,Mobile,UK,122.85,0
TXN00000161,109763,2024-01-01 14:00:57.852289,Bank Transfer,POS,UK,73.04,0
TXN00000162,105057,2024-01-01 14:06:13.213866,Online Transfer,Online,India,91.65,0
TXN00000163,114949,2024-01-01 14:11:28.575442,ATM Withdrawal,Mobile,France,16.56,0
TXN00000164,108111,2024-01-01 14:16:43.937019,Online Transfer,Mobile,Germany,78.34,0
TXN00000165,113774,2024-01-01 14:21:59.298596,Bill Payment,POS,India,52.38,0
TXN00000166,127267,2024-01-01 14:27:14.660173,Purchase,Mobile,UK,176.35,0
TXN00000167,120225,2024-01-01 14:32:30.021750,Purchase,POS,UK,12.5,0
TXN00000168,117413,2024-01-01 14:37:45.383326,Purchase,ATM,India,76.91,0
TXN00000169,123770,2024-01-01 14:43:00.744903,Online Transfer,Branch,Germany,25.41,0
TXN00000170,100503,2024-01-01 14:48:16.106480,ATM Withdrawal,POS,USA,28.27,0
TXN00000171,106911,2024-01-01 14:53:31.468057,Online Transfer,Mobile,India,28.99,0
TXN00000172,112686,2024-01-01 14:58:46.829634,Purchase,POS,Germany,50.69,0
TXN00000173,125447,2024-01-01 15:04:02.191210,Online Transfer,Online,India,6.88,0
TXN00000174,123323,2024-01-01 15:09:17.552787,Purchase,Mobile,Australia,69.63,0
TXN00000175,120873,2024-01-01 15:14:32.914364,Purchase,Branch,USA,84.34,0
TXN00000176,100207,2024-01-01 15:19:48.275941,Online Transfer,POS,UK,452.78,0
TXN00000177,121519,2024-01-01 15:25:03.637518,Purchase,ATM,USA,119.24,0
TXN00000178,122362,2024-01-01 15:30:18.999094,Purchase,Online,India,23.95,0
TXN00000179,124106,2024-01-01 15:35:34.360671,Purchase,POS,USA,7.05,0
TXN00000180,123420,2024-01-01 15:40:49.722248,Bank Transfer,Online,France,17.02,0
TXN00000181,117869,2024-01-01 15:46:05.083825,ATM Withdrawal,POS,USA,18.35,0
TXN00000182,124243,2024-01-01 15:51:20.445402,Purchase,ATM,UK,55.38,0
TXN00000183,115935,2024-01-01 15:56:35.806979,Online Transfer,Mobile,Australia,63.2,0
TXN00000184,117248,2024-01-01 16:01:51.168555,Purchase,Online,USA,41.33,0
TXN00000185,119175,2024-01-01 16:07:06.530132,ATM Withdrawal,POS,USA,33.46,0
TXN00000186,123793,2024-01-01 16:12:21.891709,Purchase,Online,UAE,56.82,0
TXN00000187,108756,2024-01-01 16:17:37.253286,Online Transfer,Mobile,UK,15.14,0
TXN00000188,121501,2024-01-01 16:22:52.614863,Purchase,Mobile,UK,70.01,0
TXN00000189,112384,2024-01-01 16:28:07.976439,Bill Payment,ATM,USA,294.98,0
TXN00000190,122404,2024-01-01 16:33:23.338016,Online Transfer,Online,UK,51.77,0
TXN00000191,118142,2024-01-01 16:38:38.699593,Purchase,ATM,France,67.97,0
TXN00000192,114821,2024-01-01 16:43:54.061170,Purchase,POS,India,448.94,0
TXN00000193,107575,2024-01-01 16:49:09.422747,Purchase,ATM,USA,14.94,0
TXN00000194,106375,2024-01-01 16:54:24.784323,Online Transfer,Mobile,Germany,27.06,0
TXN00000195,123277,2024-01-01 16:59:40.145900,Bank Transfer,Branch,India,115.95,0
TXN00000196,101679,2024-01-01 17:04:55.507477,Purchase,Mobile,UK,49.42,0
TXN00000197,119627,2024-01-01 17:10:10.869054,Online Transfer,ATM,India,66.63,0
TXN00000198,121021,2024-01-01 17:15:26.230631,Bank Transfer,POS,UK,190.78,0
TXN00000199,101060,2024-01-01 17:20:41.592207,Bill Payment,ATM,UK,95.51,0
TXN00000200,123053,2024-01-01 17:25:56.953784,Purchase,Online,UK,35.66,0
TXN00000201,129856,2024-01-01 17:31:12.315361,Purchase,Mobile,India,18.15,0
TXN00000202,116199,2024-01-01 17:36:27.676938,Purchase,Mobile,France,24.22,0
TXN00000203,109915,2024-01-01 17:41:43.038515,ATM Withdrawal,POS,Germany,17.94,0
TXN00000204,127891,2024-01-01 17:46:58.400092,Bank Transfer,POS,USA,98.3,0
TXN00000205,119542,2024-01-01 17:52:13.761668,Online Transfer,Online,Singapore,157.81,0
TXN00000206,122300,2024-01-01 17:57:29.123245,Bill Payment,ATM,UK,11.1,0
TXN00000207,110818,2024-01-01 18:02:44.484822,Purchase,POS,UAE,49.0,0
TXN00000208,110922,2024-01-01 18:07:59.846399,Purchase,Online,USA,22.28,0
TXN00000209,109790,2024-01-01 18:13:15.207976,Bank Transfer,ATM,UK,20.74,0
TXN00000210,116313,2024-01-01 18:18:30.569552,Purchase,POS,Singapore,181.98,0
TXN00000211,111253,2024-01-01 18:23:45.931129,Bank Transfer,Online,USA,122.91,0
TXN00000212,102694,2024-01-01 18:29:01.292706,Bill Payment,POS,UK,1.67,0
TXN00000213,129468,2024-01-01 18:34:16.654283,ATM Withdrawal,POS,USA,32.25,0
TXN00000214,129724,2024-01-01 18:39:32.015860,Online Transfer,POS,India,20.17,0
TXN00000215,113932,2024-01-01 18:44:47.377436,Purchase,ATM,UK,13.47,0
TXN00000216,103628,2024-01-01 18:50:02.739013,Bank Transfer,Online,UK,29.61,0
TXN00000217,125940,2024-01-01 18:55:18.100590,Online Transfer,ATM,Germany,541.77,0
TXN00000218,116158,2024-01-01 19:00:33.462167,Online Transfer,Online,Germany,146.46,0
TXN00000219,110174,2024-01-01 19:05:48.823744,Purchase,Online,UK,141.56,0
TXN00000220,121835,2024-01-01 19:11:04.185320,ATM Withdrawal,ATM,USA,105.29,0
TXN00000221,118048,2024-01-01 19:16:19.546897,Bill Payment,Online,Germany,17.81,0
TXN00000222,126106,2024-01-01 19:21:34.908474,Purchase,Mobile,France,171.73,0
TXN00000223,110231,2024-01-01 19:26:50.270051,Bill Payment,POS,UK,1094.51,0
TXN00000224,115708,2024-01-01 19:32:05.631628,Bill Payment,Online,UK,198.45,0
TXN00000225,121977,2024-01-01 19:37:20.993204,Online Transfer,POS,UK,70.84,0
TXN00000226,111495,2024-01-01 19:42:36.354781,Purchase,Mobile,UK,15.82,0
TXN00000227,126814,2024-01-01 19:47:51.716358,Purchase,Online,UK,327.04,0
TXN00000228,123777,2024-01-01 19:53:07.077935,ATM Withdrawal,POS,USA,30.61,0
TXN00000229,101307,2024-01-01 19:58:22.439512,Purchase,Mobile,USA,15.17,0
TXN00000230,128606,2024-01-01 20:03:37.801089,ATM Withdrawal,Mobile,India,9.09,0
TXN00000231,106777,2024-01-01 20:08:53.162665,Online Transfer,POS,India,80.48,0
TXN00000232,127252,2024-01-01 20:14:08.524242,Purchase,POS,India,14.27,0
TXN00000233,129645,2024-01-01 20:19:23.885819,Purchase,POS,India,56.01,0
TXN00000234,122249,2024-01-01 20:24:39.247396,Bank Transfer,POS,UAE,85.31,0
TXN00000235,109475,2024-01-01 20:29:54.608973,ATM Withdrawal,POS,Germany,242.35,0
TXN00000236,107527,2024-01-01 20:35:09.970549,Purchase,POS,India,149.82,0
TXN00000237,125286,2024-01-01 20:40:25.332126,Purchase,Online,Germany,130.26,0
TXN00000238,121960,2024-01-01 20:45:40.693703,ATM Withdrawal,ATM,Singapore,54.88,0
TXN00000239,105531,2024-01-01 20:50:56.055280,Bank Transfer,ATM,India,21.41,0
TXN00000240,129321,2024-01-01 20:56:11.416857,Purchase,Mobile,India,175.12,0
TXN00000241,120798,2024-01-01 21:01:26.778433,Online Transfer,POS,UK,32.68,0
TXN00000242,103749,2024-01-01 21:06:42.140010,Bank Transfer,Online,USA,17.09,0
TXN00000243,113546,2024-01-01 21:11:57.501587,ATM Withdrawal,Online,USA,72.37,0
TXN00000244,129356,2024-01-01 21:17:12.863164,Purchase,Online,USA,21.36,0
TXN00000245,100664,2024-01-01 21:22:28.224741,Purchase,Online,India,70.99,0
TXN00000246,101999,2024-01-01 21:27:43.586317,Bank Transfer,POS,UK,170.65,0
TXN00000247,107995,2024-01-01 21:32:58.947894,Purchase,Mobile,India,113.92,0
TXN00000248,128022,2024-01-01 21:38:14.309471,Purchase,Mobile,Singapore,8.43,1
TXN00000249,128320,2024-01-01 21:43:29.671048,Purchase,POS,UK,19.99,0
TXN00000250,117880,2024-01-01 21:48:45.032625,Online Transfer,POS,UK,60.62,0
TXN00000251,103305,2024-01-01 21:54:00.394201,Purchase,ATM,USA,127.44,0
TXN00000252,120148,2024-01-01 21:59:15.755778,ATM Withdrawal,Online,France,115.12,0
TXN00000253,121617,2024-01-01 22:04:31.117355,Online Transfer,Online,UK,31.89,0
TXN00000254,118238,2024-01-01 22:09:46.478932,ATM Withdrawal,Online,USA,234.92,0
TXN00000255,113809,2024-01-01 22:15:01.840509,Purchase,Online,UK,59.24,0
TXN00000256,106586,2024-01-01 22:20:17.202086,ATM Withdrawal,Mobile,USA,62.21,0
TXN00000257,129236,2024-01-01 22:25:32.563662,Purchase,ATM,UK,13.95,0
TXN00000258,117676,2024-01-01 22:30:47.925239,Purchase,POS,UK,71.17,0
TXN00000259,119966,2024-01-01 22:36:03.286816,Bill Payment,POS,UK,14.23,0
TXN00000260,111650,2024-01-01 22:41:18.648393,Online Transfer,ATM,UK,50.79,0
TXN00000261,123939,2024-01-01 22:46:34.009970,Bill Payment,POS,France,22.81,0
TXN00000262,123665,2024-01-01 22:51:49.371546,Purchase,POS,UK,45.82,0
TXN00000263,101637,2024-01-01 22:57:04.733123,Bill Payment,Online,UK,44.18,0
TXN00000264,120081,2024-01-01 23:02:20.094700,Purchase,Branch,India,2.7,0
TXN00000265,127576,2024-01-01 23:07:35.456277,Purchase,Mobile,USA,83.83,1
TXN00000266,127729,2024-01-01 23:12:50.817854,Bank Transfer,Mobile,UK,22.2,0
TXN00000267,117083,2024-01-01 23:18:06.179430,Purchase,Online,UK,33.19,0
TXN00000268,126737,2024-01-01 23:23:21.541007,Online Transfer,POS,USA,25.58,0
TXN00000269,128674,2024-01-01 23:28:36.902584,Bank Transfer,Mobile,India,13.94,0
TXN00000270,104738,2024-01-01 23:33:52.264161,Bank Transfer,ATM,Germany,10.05,0
TXN00000271,114556,2024-01-01 23:39:07.625738,Purchase,POS,UK,17.13,0
TXN00000272,113878,2024-01-01 23:44:22.987314,Bank Transfer,Branch,USA,16.36,0
TXN00000273,100855,2024-01-01 23:49:38.348891,Online Transfer,Online,UAE,19.93,0
TXN00000274,124549,2024-01-01 23:54:53.710468,Bank Transfer,Branch,USA,11.46,0
TXN00000275,105856,2024-01-02 00:00:09.072045,Online Transfer,ATM,UK,41.05,0
TXN00000276,107393,2024-01-02 00:05:24.433622,Online Transfer,POS,UAE,14.96,0
TXN00000277,122913,2024-01-02 00:10:39.795198,Online Transfer,Online,UK,126.99,0
TXN00000278,128051,2024-01-02 00:15:55.156775,ATM Withdrawal,ATM,Singapore,114.28,0
TXN00000279,113950,2024-01-02 00:21:10.518352,Bill Payment,Online,UK,112.7,0
TXN00000280,121634,2024-01-02 00:26:25.879929,Purchase,Online,Germany,21.81,0
TXN00000281,121557,2024-01-02 00:31:41.241506,Purchase,Online,UK,136.54,0
TXN00000282,118092,2024-01-02 00:36:56.603083,Online Transfer,Mobile,USA,47.06,0
TXN00000283,127354,2024-01-02 00:42:11.964659,Online Transfer,Online,UK,65.01,0
TXN00000284,105792,2024-01-02 00:47:27.326236,Bank Transfer,POS,India,25.37,0
TXN00000285,126310,2024-01-02 00:52:42.687813,Online Transfer,ATM,India,20.18,0
TXN00000286,121920,2024-01-02 00:57:58.049390,Purchase,Mobile,UK,48.97,0
TXN00000287,104932,2024-01-02 01:03:13.410967,Bank Transfer,ATM,Germany,1948.84,0
TXN00000288,119895,2024-01-02 01:08:28.772543,Purchase,Mobile,India,32.67,0
TXN00000289,100203,2024-01-02 01:13:44.134120,Purchase,ATM,UK,656.55,0
TXN00000290,111448,2024-01-02 01:18:59.495697,Online Transfer,POS,UAE,166.43,0
TXN00000291,120603,2024-01-02 01:24:14.857274,Online Transfer,ATM,UK,911.88,0
TXN00000292,112689,2024-01-02 01:29:30.218851,Purchase,POS,UK,141.34,0
TXN00000293,125343,2024-01-02 01:34:45.580427,Purchase,POS,UK,10.0,0
TXN00000294,104390,2024-01-02 01:40:00.942004,Purchase,Online,India,26.55,0
TXN00000295,102328,2024-01-02 01:45:16.303581,Bill Payment,POS,UK,27.08,0
TXN00000296,108005,2024-01-02 01:50:31.665158,Purchase,ATM,France,32.26,0
TXN00000297,119316,2024-01-02 01:55:47.026735,ATM Withdrawal,Online,Singapore,116.74,0
TXN00000298,107778,2024-01-02 02:01:02.388311,ATM Withdrawal,POS,USA,704.85,0
TXN00000299,100198,2024-01-02 02:06:17.749888,ATM Withdrawal,POS,UK,158.94,0
TXN00000300,123510,2024-01-02 02:11:33.111465,Online Transfer,ATM,UK,50.33,0
TXN00000301,101931,2024-01-02 02:16:48.473042,Purchase,Online,India,33.19,0
TXN00000302,111775,2024-01-02 02:22:03.834619,Purchase,Online,UK,58.61,0
TXN00000303,115088,2024-01-02 02:27:19.196195,Purchase,POS,Germany,217.15,0
TXN00000304,122672,2024-01-02 02:32:34.557772,ATM Withdrawal,POS,Australia,39.53,0
TXN00000305,125185,2024-01-02 02:37:49.919349,Purchase,Mobile,UK,140.95,0
TXN00000306,127849,2024-01-02 02:43:05.280926,Purchase,ATM,France,20.04,0
TXN00000307,109340,2024-01-02 02:48:20.642503,Bank Transfer,POS,France,1.38,0
